BANK,DATE OF ISSUE,DATE RECEIVED,Date Reviewed,CONTRACT NO ,ADVISING REF ,LC NO,Country,Request for amendments Date,LC Clean date,ELITE PIC,,CSR PIC,,F/D ,FD NO,F/D Create Date,Client Name,LC Start Date,LC Expiry Date,Shipment Date
SCB,11-Jul,12-Jul,13-Jul,08/11074,957117653238,093517020015,Bangladesh,20-Jul,27-Jul,JENY,OK,ANURAG,OK,,205005,1-Aug,PACK ONE ACCESSORIES,9-Jul-17,1-Oct-17,10-Sep-17
HSBC,10-Jul,12-Jul,13-Jul,03/0931,SGHSBC7G12288220,469LC01171910002,India,,14-Jul,JENY,OK,GAURAV,OK,,204109,14-Jul,ZAP LOGISTICARE PVT LTD,10-Jul-17,30-Sep-17,9-Sep-17
HSBC,10-Jul,12-Jul,13-Jul,06/280,SGHSBC7G11286832,30930NI00005517,India,17-Jul,21-Jul,JENY,OK,VIPIN,OK,,204497,21-Jul,AVON METERS PRIVATE LIMITED,10-Jul-17,29-Sep-17,8-Sep-17
HSBC,10-Jul,12-Jul,13-Jul,06/292,SGHSBC7G11287607,003LC01171910014,India,,17-Jul,JENY,OK,VIPIN,OK,,203901,17-Jul,KAPOOR SALES CORPORATION (REGD.),10-Jul-17,3-Oct-17,12-Sep-17
HSBC,11-Jul,12-Jul,13-Jul,02/5601,SGHSBC7G12288276,0067FLC170008,India,,17-Jul,JENY,OK,SANJEEV,OK,,203900,17-Jul,OHRI GLOBPPACK,11-Jul-17,30-Sep-17,9-Sep-17
CITI,28-Jun,12-Jul,17-Jul,06/277,5913625542,0013IMLU00001117,India,19-Jul,25-Jul,JENY,OK,VIPIN,OK,,204643,26-Jul,PAL MOHAN ELECTRONICS PVT. LTD,28-Jun-17,16-Sep-17,26-Aug-17
HSBC,11-Jul,13-Jul,14-Jul,06/278,SGHSBC7G12289644,0174MDC170006090,India,,14-Jul,JENY,OK,VIPIN,OK,,204116,18-Jul,MG Polyplast Industries Pvt Ltd,11-Jul-17,29-Sep-17,8-Sep-17
HSBC,11-Jul,13-Jul,14-Jul,06/290,SGHSBC7G12290120,30930NI00005717,India,17-Jul,18-Jul,JENY,OK,VIPIN,OK,,204347,19-Jul,AVON METERS PRIVATE LIMITED,11-Jul-17,2-Oct-17,11-Sep-17
HSBC,11-Jul,13-Jul,14-Jul,13/1425,SGHSBC7G12289656,2342FLC017617,India,17-Jul,27-Jul,JENY,OK,NAVDEEP,OK,,204783,27-Jul,PRECISION TAPES AND SEALANTS,11-Jul-17,5-Oct-17,15-Sep-17
SCB,12-Jul,13-Jul,14-Jul,07/3944,957117652845,LC2113477374,Nepal,24-Jul,25-Jul,JENY,OK,SHIV,OK,,204642,26-Jul,ANAND OVERSEAS,11-Jul-17,2-Oct-17,11-Sep-17
SCB,12-Jul,13-Jul,14-Jul,07/3972,957117654530,0217IM0200177,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204500,21-Jul,Lotus Industries PVT LTD,12-Jul-17,6-Oct-17,15-Sep-17
SCB,12-Jul,13-Jul,14-Jul,07/3950,957117654549,NMBFLC171205,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204499,21-Jul,SHIV SHAKTI PACKAGING PVT. LTD.,12-Jul-17,2-Oct-17,11-Sep-17
SCB,12-Jul,13-Jul,14-Jul,07/3984,957117654512,FLCIM17204,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204502,21-Jul,ARBIND STORE,12-Jul-17,6-Oct-17,15-Sep-17
SCB,9-Jul,13-Jul,14-Jul,07/3942,957117654282,007LCIFU170087,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204501,21-Jul,Durga International,9-Jul-17,29-Sep-17,8-Sep-17
SCB,11-Jul,13-Jul,14-Jul,07/3952,957117654335,003LCIFU170029,Nepal,,27-Jul,JENY,OK,SHIV,OK,,205004,2-Aug,Pradeep Polythene Industries,11-Jun-17,3-Oct-17,12-Sep-17
SCB,9-Jul,13-Jul,14-Jul,07/3953,957117654264,17DC05USD07445,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204589,24-Jul,TULIP POLYMER INDUSTRIES,9-Jul-17,3-Oct-17,12-Sep-17
SCB,12-Jul,13-Jul,14-Jul,07/3956,957117654371,18017LU00108,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204590,24-Jul,KRISHNA NEPAL TRADING PVT. LTD,12-Jul-17,3-Oct-17,12-Sep-17
HSBC,12-Jul,13-Jul,14-Jul,11/5579,SGHSBC7G13291937,DCU1700614353,Sri Lanka,,17-Jul,JENY,OK,NAVDEEP,OK,,204206,17-Jul,New Jeewa Inds. (Pvt) Ltd.,12-Jul-17,1-Oct-17,10-Sep-17
HSBC,12-Jul,13-Jul,14-Jul,11/5594,SGHSBC7G13291947,DCU1702114312,Sri Lanka,21-Jul,23-Jul,JENY,OK,NAVDEEP,OK,,204424,24-Jul,LIBERTY GROUP (PVT) LTD,12-Jul-17,2-Oct-17,11-Sep-17
SCB,12-Jul,13-Jul,14-Jul,11/5589,957117654362,0288020021700008,Sri Lanka,17-Jul,28-Jul,JENY,OK,NAVDEEP,OK,,204682,31-Jul,NIHAL INDUSTRIES,12-Jul-17,2-Oct-17,11-Sep-17
SCB,13-Jul,14-Jul,17-Jul,07/3971,957117656084,HBLIFX12731856,Nepal,19-Jul,1-Aug,JENY,OK,SHIV,OK,,205062,2-Aug,LUMBINI POLYMERS,13-Jul-17,6-Oct-17,15-Sep-17
SCB,12-Jul,14-Jul,17-Jul,07/3974,957117656672,0217IM0200178,Nepal,19-Jul,25-Jul,JENY,OK,SHIV,OK,,204613,26-Jul,Multi Poly Ind'S Pvt. Ltd.,12-Jul-17,7-Oct-17,16-Sep-17
SCB,12-Jul,14-Jul,17-Jul,"07/3964
07/3963",957117656075,17DC05USD07451,Nepal,,18-Jul,JENY,OK,SURYA,OK,,204344,19-Jul,Pashupati International Trade Cente,12-Jul-17,3-Oct-17,12-Sep-17
SCB,13-Jul,14-Jul,17-Jul,01/8371,957117655664,006LC01171910001,India,18-Jul,20-Jul,JENY,OK,SANJEEV,OK,,204495,21-Jul,Rainbow Packaging P. Ltd.,13-Jul-17,3-Oct-17,12-Sep-17
SCB,13-Jul,14-Jul,17-Jul,01/8367,957117655673,001LM01171940009,India,,18-Jul,JENY,OK,SANJEEV,OK,,204275,18-Jul,NINGBO WICHENGTRADE CO LTD,13-Jul-17,21-Sep-17,31-Aug-17
SCB,10-Jul,14-Jul,17-Jul,07/3958,957117655940,17DC01USD15576,Nepal,,19-Jul,JENY,OK,SHIV,OK,,204141,19-Jul,RATHI OVERSEAS PVT. LTD.,10-Jul-17,3-Oct-17,12-Sep-17
SCB,12-Jul,14-Jul,17-Jul,02/5607,957117655646,001LM01171930017,India,18-Jul,27-Jul,JENY,OK,SANJEEV,OK,,204718,28-Jul,ELITE INDUSTRIES,12-Jul-17,1-Oct-17,10-Sep-17
SCB,12-Jul,14-Jul,17-Jul,08/11136,957117655557,0000194917020064,Bangladesh,19-Jul,21-Jul,JENY,OK,ANURAG,OK,,204496,21-Jul,AKH Packaging & Accessories Ltd.,12-Jul-17,7-Oct-17,16-Sep-17
HSBC,13-Jul,14-Jul,17-Jul,03/0935,SGHSBC7G14294579,053417IML000034,India,,19-Jul,JENY,OK,GAURAV,OK,,204195,20-Jul,VIJAYA POLYMERS INDIA PRIVATE LIMIT,13-Jul-17,2-Oct-17,11-Sep-17
HSBC,11-Jul,14-Jul,17-Jul,11/5603,SGHSBC7G13293550,BTDM085691,Sri Lanka,19-Jul,25-Jul,JENY,OK,NAVDEEP,OK,,204644,26-Jul,EGODAMULLA PACKAGING LANKA (PVT) LT,11-Jul-17,6-Oct-17,15-Sep-17
HSBC,12-Jul,14-Jul,17-Jul,02/5613,SGHSBC7G13293271,IMLC2017980033,India,18-Jul,10-Aug,JENY,OK,SANJEEV,OK,,205609,10-Aug,AMAN POLY PLAST PVT. LTD.,12-Jul-17,3-Oct-17,12-Sep-17
SCB,13-Jul,14-Jul,17-Jul,07/3961,957117656397,FLCIM17206,Nepal,,26-Jul,JENY,OK,SHIV,OK,,204774,27-Jul,Abhisek Commercial,13-Jul-17,3-Oct-17,12-Sep-17
SCB,12-Jul,14-Jul,17-Jul,07/3975,957117656431,003ILUF171930001,Nepal,,28-Jul,JENY,OK,SHIV,OK,,204863,31-Jul,JAGDISH PRASAD RATHI,12-Jul-17,6-Oct-17,15-Sep-17
SCB,13-Jul,14-Jul,17-Jul,07/3977,957117656413,17DC01USD15590,Nepal,,28-Jul,JENY,OK,SHIV,OK,,204864,31-Jul,BAGMATI MOULDING INDUSTRIES PVT. LT,13-Jul-17,6-Oct-17,15-Sep-17
SCB,11-Jul,14-Jul,17-Jul,07/3951,957117656208,17DC05USD07450,Nepal,,18-Jul,JENY,OK,SURYA,OK,,204272,18-Jul,Pradeep Polythene Industries,11-Jul-17,3-Oct-17,12-Sep-17
SCB,13-Jul,14-Jul,17-Jul,08/11062,957117656707,ILC0802170213058,Bangladesh,,19-Jul,JENY,OK,ANURAG,OK,,204140,19-Jul,POLYBAG MANUFACTURING CO. LTD.,13-Jul-17,1-Oct-17,10-Sep-17
HSBC,,14-Jul,17-Jul,05/2209,,0777117IM0099012,India,24-Jul,27-Jul,JENY,OK,GAURAV,OK,,205049,2-Aug,V.K.A.POLYMERS PVT LTD,11-Jul-17,30-Sep-17,9-Sep-17
SCB,14-Jul,14-Jul,17-Jul,06/287,957117656823,827010011365,India,,19-Jul,JENY,OK,VIPIN,OK,,204194,20-Jul,RAVAGO SHAH POLYMERS PVT LTD,14-Jul-17,1-Oct-17,10-Sep-17
CITI,13-Jul,17-Jul,18-Jul,08/11075,5910625678,0000009517010101,Bangladesh,20-Jul,24-Jul,JENY,OK,ANURAG,OK,,204705,25-Jul,IDEAL POLYMER EXPORT LIMITED,13-Jul-17,1-Oct-17,10-Sep-17
CITI,13-Jul,17-Jul,18-Jul,08/11076,5911625678,0000009517010103,Bangladesh,24-Jul,31-Jul,JENY,OK,ANURAG,OK,,205059,2-Aug,IDEAL POLYMER EXPORT LIMITED,13-Jul-17,1-Oct-17,10-Sep-17
SCB,14-Jul,17-Jul,18-Jul,07/3957,957117657029,SR019LC04517,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204372,20-Jul,KRISHNA NEPAL TRADING PVT. LTD,14-Jul-17,3-Oct-17,12-Sep-17
SCB,14-Jul,17-Jul,18-Jul,07/3973,957117657092,003ILUF171950002,Nepal,31-Jul,4-Aug,JENY,OK,SHIV,OK,,205269,7-Aug,SURBHI ENTERPRISES,14-Jul-17,6-Oct-17,15-Sep-17
SCB,14-Jul,17-Jul,18-Jul,09/310,957117657010,001IFIN171950001,Bhutan,21-Jul,24-Jul,JENY,OK,GAURAV,OK,,204434,25-Jul,Bhutan Polymers Co. Ltd.,14-Jul-17,5-Jan-18,16-Sep-17
SCB,14-Jul,17-Jul,18-Jul,11/5585,957117657127,007IMLCS17000328,Sri Lanka,21-Jul,25-Jul,JENY,OK,NAVDEEP,OK,,204641,26-Jul,Friends Poly Packaging (PVT) Ltd.,14-Jul-17,1-Oct-17,10-Sep-17
SCB,14-Jul,17-Jul,18-Jul,07/3966,957117657083,003ILUF171950001,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204373,20-Jul,RATHI POLYMERS INDUSTRIES,14-Jul-17,3-Oct-17,12-Sep-17
SCB,12-Jul,17-Jul,18-Jul,07/3967,957117658055,012USD73740797U,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204374,20-Jul,SIDHA SIDHI ENTERPRISES,12-Jul-17,6-Oct-17,15-Sep-17
SCB,11-Jul,17-Jul,18-Jul,07/3982,957117657467,17DC01USD15592,Nepal,20-Jul,21-Jul,JENY,OK,SHIV,OK,,204596,24-Jul,RATHI OVERSEAS PVT. LTD.,11-Jul-17,3-Oct-17,12-Sep-17
SCB,4-Jul,17-Jul,18-Jul,07/3940,957117657430,17DC01USD15562,,,20-Jul,JENY,OK,SHIV,OK,,204375,20-Jul,Ganapati Vanaspati Pvt. Ltd.,4-Jul-17,29-Sep-17,8-Sep-17
SCB,16-Jul,17-Jul,18-Jul,07/3959,957117657332,17DC01USD15580,Nepal,20-Jul,27-Jul,JENY,OK,SHIV,OK,,204825,27-Jul,LUCKY NEPAL CO. PVT. LTD.,16-Jul-17,7-Oct-17,17-Sep-17
SCB,16-Jul,17-Jul,18-Jul,07/3980,957117657779,HBLIFX01740008,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204376,20-Jul,MANAMAIJU INDUSTRIES PVT. LTD,16-Jul-17,6-Oct-17,15-Sep-17
SCB,10-Jul,17-Jul,18-Jul,07/3960,957117657939,17DC01USD15586,Nepal,20-Jul,28-Jul,JENY,OK,SURYA,OK,,204926,31-Jul,Pragati Trading Concern,10-Jul-17,3-Oct-17,12-Sep-17
SCB,13-Jul,17-Jul,18-Jul,08/11107,957117657519,0000195017020033,Bangladesh,,20-Jul,JENY,OK,ANURAG,OK,,204504,21-Jul,Dipa Poly and Accessories,13-Jul-17,30-Sep-17,10-Sep-17
SCB,14-Jul,17-Jul,18-Jul,01/8385,957117657500,OLC0017170005404,India,20-Jul,25-Jul,JENY,OK,SANJEEV,OK,,204435,25-Jul,POLYFILL TECHNOLOGIES PVT.LTD.,14-Jul-17,6-Oct-17,15-Sep-17
SCB,14-Jul,17-Jul,18-Jul,07/3947,957117657724,007LCIFU170092,Nepal,20-Jul,21-Jul,JENY,OK,SHIV,OK,,204600,24-Jul,Durga International,14-Jul-17,2-Oct-17,11-Sep-17
SCB,14-Jul,17-Jul,18-Jul,11/5548,957117657225,NUPSIL17267T,Sri Lanka,24-Jul,31-Jul,JENY,OK,NAVDEEP,OK,,205053,2-Aug,A. P. INDUSTRIES,14-Jul-17,10-Oct-17,19-Sep-17
SCB,12-Jul,17-Jul,18-Jul,07/3968,957117658091,17DC07USD09687,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204321,20-Jul,Laminar Pvt. Ltd.,12-Jul-17,6-Oct-17,15-Sep-17
SCB,9-Jul,17-Jul,18-Jul,07/3946,957117656912,EB0100FOU00577,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204322,20-Jul,EVEREST MED PVT. LTD.,9-Jul-17,2-Oct-17,11-Sep-17
SCB,10-Jul,17-Jul,18-Jul,07/3945,957117658108,17DC07USD09684,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204320,20-Jul,Anuj Impex,10-Jul-17,3-Oct-17,12-Sep-17
HSBC,13-Jul,17-Jul,18-Jul,01/8368,SGHSBC7G14296549,OLC0017170005389,India,,20-Jul,JENY,OK,SANJEEV,OK,,204565,21-Jul,ANIKET POLYMERS PRIVATE LIMITED,13-Jul-17,3-Oct-17,12-Sep-17
HSBC,12-Jul,17-Jul,18-Jul,11/5577,SGHSBC7G14296554,108IMLCU17003081,Sri Lanka,20-Jul,21-Jul,JENY,OK,NAVDEEP,OK,,204267,21-Jul,ALMAR MULTI MOULDS PVT LTD.,12-Jul-17,21-Oct-17,30-Sep-17
HSBC,14-Jul,17-Jul,18-Jul,06/285,SGHSBC7G17298624,0096FLC170026,India,20-Jul,28-Jul,JENY,OK,VIPIN,OK,,205003,2-Aug,ANAYA GLOBAL,14-Jul-17,1-Oct-17,10-Sep-17
HSBC,14-Jul,18-Jul,19-Jul,11/5615,SGHSBC7G17298978,DB3003LC1706749,Sri Lanka,,24-Jul,JENY,OK,NAVDEEP,OK,,206219,24-Aug,D.S.S. POLESACKS (PVT.) LTD.,14-Jul-17,21-Nov-17,31-Oct-17
HSBC,17-Jul,18-Jul,19-Jul,11/5584,SGHSBC7G17299704,TF1719801009,Sri Lanka,21-Jul,24-Jul,JENY,OK,NAVDEEP,OK,,205076,4-Aug,BOEHM+LECKNER MULTl MOULDS,17-Jul-17,30-Sep-17,9-Sep-17
HSBC,13-Jul,18-Jul,19-Jul,06/293,SGHSBC7G17299859,003LC01171940021,India,,21-Jul,JENY,OK,VIPIN,OK,,204488,21-Jul,HOUSE OF PLASTICS,13-Jul-17,3-Oct-17,12-Sep-17
HSBC,17-Jul,18-Jul,19-Jul,01/8388,SGHSBC7G18301634,001LM01171980006,India,21-Jul,25-Jul,JENY,OK,SANJEEV,OK,,204745,26-Jul,ASPIRE INCORPORATION,17-Jul-17,8-Oct-17,17-Sep-17
BTMU ,17-Jul,18-Jul,19-Jul,03/0929,,0027817FLU000028,India,,25-Jul,JENY,OK,GAURAV,OK,,204611,26-Jul,PEKON ELECTRONICS LTD.,17-Jul-17,30-Sep-17,9-Sep-17
SCB,17-Jul,18-Jul,19-Jul,07/3989,957117660097,17DC07USD09690,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204489,21-Jul,Shivam Plastic Industries Pvt. Ltd.,17-Jul-17,10-Oct-17,19-Sep-17
SCB,14-Jul,18-Jul,19-Jul,07/3978,957117659580,BR7374USD100,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204490,21-Jul,PRATISH TRADE CENTRE,14-Jul-17,6-Oct-17,15-Sep-17
SCB,17-Jul,18-Jul,19-Jul,08/11097,957117659205,0000020017020192,Bangladesh,24-Jul,,JENY,OK,ANURAG,OK,,204683,31-Jul,Pran Dairy Ltd,17-Jul-17,30-Sep-17,9-Sep-17
SCB,17-Jul,18-Jul,19-Jul,08/11131,957117659036,411010662822G,Bangladesh,24-Jul,27-Jul,JENY,OK,ANURAG,OK,,204828,27-Jul,AKIJ PLASTICS LTD,17-Jul-17,13-Oct-17,22-Sep-17
CITI,16-Jul,19-Jul,20-Jul,08/11078,5910625696,0000009517010107,Bangladesh,24-Jul,1-Aug,JENY,OK,ANURAG,OK,,205067,2-Aug,EASTERN POLYMER LTD,16-Jul-17,1-Oct-17,10-Sep-17
CITI,16-Jul,19-Jul,20-Jul,08/11079,5911625696,0000009517010104,Bangladesh,24-Jul,1-Aug,JENY,OK,ANURAG,OK,,205060,2-Aug,EASTERN POLYMER LTD,16-Jul-17,1-Oct-17,10-Sep-17
CITI,16-Jul,19-Jul,20-Jul,08/11080,5912625696,0000009517010106,Bangladesh,24-Jul,1-Aug,JENY,OK,ANURAG,OK,,205125,2-Aug,EASTERN POLYMER LTD,16-Jul-17,1-Oct-17,10-Sep-17
CITI,16-Jul,19-Jul,20-Jul,08/11077,5913625696,0000009517010105,Bangladesh,24-Jul,1-Aug,JENY,OK,ANURAG,OK,,205064,2-Aug,EASTERN POLYMER LTD,16-Jul-17,1-Oct-17,10-Sep-17
HSBC,15-Jul,19-Jul,20-Jul,02/5615,SGHSBC7G18302535,3188317IM0000127,India,21-Jul,27-Jul,JENY,OK,SANJEEV,OK,,204931,31-Jul,Poddar Pigments Ltd.,15-Jul-17,7-Oct-17,16-Sep-17
HSBC,18-Jul,19-Jul,20-Jul,11/5612,SGHSBC7G18302999,TF1719201007,Sri Lanka,26-Jul,27-Jul,JENY,OK,NAVDEEP,OK,,204930,31-Jul,M.I.S Polysacks (Pvt) Ltd.,18-Jul-17,6-Oct-17,15-Sep-17
HSBC,14-Jul,19-Jul,20-Jul,11/5611,SGHSBC7G18303001,0042002170016352,Sri Lanka,24-Jul,3-Aug,JENY,OK,NAVDEEP,OK,,205221,4-Aug,PHOENIX INDUSTRIES LTD.,14-Jul-17,6-Oct-17,15-Sep-17
HSBC,18-Jul,19-Jul,20-Jul,13/1445,SGHSBC7G18303008,DCU1700514327,Sri Lanka,,27-Jul,JENY,OK,NAVDEEP,OK,,204782,27-Jul,CONTRADE (PVT) LTD,18-Jul-17,2-Oct-17,11-Sep-17
SCB,16-Jul,19-Jul,20-Jul,07/3981,957117659660,005LCNI17070483,Nepal,25-Jul,2-Aug,JENY,OK,SHIV,OK,,204959,3-Aug,Panchakanya Plastic Industries Pvt.,16-Jul-17,6-Oct-17,15-Sep-17
SCB,17-Jul,19-Jul,20-Jul,11/5593,957117660319,L07011700035,Sri Lanka,,21-Jul,JENY,OK,NAVDEEP,OK,,204587,24-Jul,Varna Ltd.,17-Jul-17,2-Oct-17,11-Sep-17
SCB,18-Jul,19-Jul,20-Jul,11/5607,957117660337,TF1719201010,Sri Lanka,21-Jul,25-Jul,JENY,OK,NAVDEEP,OK,,204750,26-Jul,Overdime Exports (PVT) Ltd,18-Jul-17,6-Oct-17,15-Sep-17
SCB,18-Jul,19-Jul,20-Jul,11/5610,957117660275,TF1719301013,Sri Lanka,21-Jul,24-Jul,JENY,OK,NAVDEEP,OK,,204442,25-Jul,N.M.S. TRADING,18-Jul-17,7-Oct-17,16-Sep-17
SCB,18-Jul,19-Jul,20-Jul,07/3988,957117660881,HBLIFX13740019,Nepal,24-Jul,3-Aug,JENY,OK,SHIV,OK,,204961,3-Aug,PASHUPATI SYNPACKS INDUSTRIES PVT.,18-Jul-17,7-Oct-17,19-Sep-17
SCB,18-Jul,19-Jul,20-Jul,05/2217,957117661434,0727FLC572017,India,26-Jul,10-Aug,JENY,OK,GAURAV,ok,,206564,11-Aug,HITECH PACKAGING,18-Jul-17,7-Oct-01,16-Sep-17
SCB,17-Jul,19-Jul,20-Jul,07/3962,957117661112,003LCIFU170030,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204588,24-Jul,Pashupati International Trade Cente,17-Jul-17,3-Oct-17,12-Sep-17
HSBC,18-Jul,20-Jul,21-Jul,02/5598,SGHSBC7G19306098,008417IML000066,India,,25-Jul,JENY,OK,SANJEEV,OK,,204665,25-Jul,PRAYAG POLYTECH PVT.LTD.,18-Jul-17,30-Sep-17,9-Sep-17
HSBC,19-Jul,20-Jul,21-Jul,06/278,SGHSBC7G20307918,0174MDC170006407,India,,26-Jul,JENY,OK,VIPIN,OK,,204756,26-Jul,MG Polyplast Industries Pvt Ltd,19-Jul-17,9-Oct-17,18-Sep-17
HSBC,18-Jul,20-Jul,21-Jul,11/5618,SGHSBC7G19305849,BTDM085825,Sri Lanka,,25-Jul,JENY,OK,NAVDEEP,OK,,204421,25-Jul,Trust Plastics (Pvt) Ltd.,18-Jul-17,10-Oct-17,19-Sep-17
HSBC,18-Jul,20-Jul,21-Jul,13/1449,SGHSBC7G19305660,003LC01171990014,India,,25-Jul,JENY,OK,NAVDEEP,OK,,204423,25-Jul,LEGEND POLYFOAMS PVT. LTD.,18-Jul-17,8-Oct-17,17-Sep-17
SCB,19-Jul,20-Jul,21-Jul,03/0934,957117662344,OLC0015170005535,India,,26-Jul,JENY,OK,GAURAV,OK,,204754,26-Jul,HOWRAH ISPAT PVT LTD,19-Jul-17,1-Oct-17,10-Sep-17
SCB,19-Jul,20-Jul,21-Jul,06/289,957117662335,TX3IMLU171920001,India,26-Jul,31-Jul,JENY,OK,VIPIN,OK,,205052,2-Aug,ENKAY POLYMERS,19-Jul-17,2-Oct-17,11-Sep-17
SCB,18-Jul,20-Jul,21-Jul,07/3954,957117661452,IUDSF1517USD0414,Nepal,25-Jul,27-Jul,JENY,OK,SHIV,OK,,205043,31-Jul,SHREE ON CONCERN,18-Jul-17,30-Oct-17,12-Sep-17
SCB,16-Jul,20-Jul,21-Jul,08/11071,957117662889,0670170214976,Bangladesh,25-Jul,3-Aug,JENY,OK,ANURAG,OK,,204960,3-Aug,WELL ACCESSORIES LTD,16-Jul-17,1-Oct-17,10-Sep-17
SCB,16-Jul,20-Jul,21-Jul,08/11072,957117662736,0670170214918,Bangladesh,26-Jul,31-Jul,JENY,OK,ANURAG,OK,,205058,2-Aug,WELL ACCESSORIES LTD,16-Jul-17,21-Oct-17,30-Sep-17
SCB,16-Jul,20-Jul,21-Jul,08/11073,957117663101,0670170214925,Bangladesh,26-Jul,28-Aug,JENY,OK,ANURAG,OK,,206589,29-Aug,WELL ACCESSORIES LTD,16-Jul-17,31-Oct-17,10-Oct-17
SCB,16-Jul,20-Jul,21-Jul,08/11070,957117662898,0670170214930,Bangladesh,26-Jul,,JENY,OK,ANURAG,OK,,208027,25-Sep,WELL ACCESSORIES LTD,16-Jul-17,31-Oct-17,10-Oct-17
SCB,20-Jul,20-Jul,21-Jul,11/5604,957117663441,TF1719501014,Sri Lanka,,25-Jul,JENY,OK,NAVDEEP,OK,,204422,25-Jul,RPC POLYMERS (PVT) LTD.,20-Jul-17,12-Oct-17,21-Sep-17
SCB,19-Jul,20-Jul,21-Jul,11/5617,957117662282,DB4077LC1706854,Sri Lanka,26-Jul,31-Jul,JENY,OK,NAVDEEP,OK,,205056,2-Aug,Rapid Creation Industries (PVT) LTD,19-Jul-17,10-Oct-17,19-Sep-17
HSBC,21-Jul,21-Jul,24-Jul,01/8391,SGHSBC7G21312176,0393MLC00081418,India,26-Jul,,JENY,ok,SANJEEV,OK,,207182,13-Sep,Supreme Petrochem Ltd,21-Jul-17,21-Oct-17,30-Sep-17
SCB,19-Jul,21-Jul,24-Jul,07/3990,957117663496,012LCIFU170145,Nepal,,27-Jul,JENY,OK,SURYA,OK,,204779,28-Jul,NARAYANI PLASTIC UDYOG PVT. LTD,19-Jul-17,13-Oct-17,22-Sep-17
SCB,11-Jul,21-Jul,24-Jul,02/5612,957117653407,0176MDC170006081,India,,25-Jul,JENY,OK,SANJEEV,OK,,204706,25-Jul,BALAJI ENTERPRISES,11-Jul-17,3-Oct-17,12-Sep-17
SCB,20-Jul,21-Jul,24-Jul,07/3996,957117664814,2217IM0200073,Nepal,,25-Jul,JENY,OK,SHIV,OK,,204753,26-Jul,Dev International,20-Jul-17,14-Oct-17,23-Sep-17
SCB,20-Jul,21-Jul,24-Jul,13/1444,957117664351,NMBFLC171231,Nepal,,25-Jul,JENY,OK,NAVDEEP,OK,,204757,26-Jul,BALAJI HILOFT NON OVEN INDUSTRIES,20-Jul-17,13-Oct-17,22-Sep-17
SCB,18-Jul,21-Jul,24-Jul,07/3987,957117664805,2217IM0200072,Nepal,,26-Jul,JENY,OK,SURYA,OK,,204778,27-Jul,NARAYANI MICRO PIPE UDHYOG,18-Jul-17,10-Oct-17,19-Sep-17
HSBC,18-Jul,21-Jul,24-Jul,06/286,SGHSBC7G20308873,0154MLC00002118,India,,27-Jul,JENY,OK,VIPIN,OK,,205008,1-Aug,ALFA SOLVENTS PVT. LTD.,18-Jul-17,1-Oct-17,10-Sep-17
HSBC,15-Jul,21-Jul,24-Jul,13/1431,SGHSBC7G21312244,0315FLC0817,India,26-Jul,3-Aug,JENY,OK,NAVDEEP,OK,,205222,4-Aug,MAHAVIR XPERT TECHNOPLAST,15-Jul-17,15-Oct-17,24-Sep-17
HSBC,20-Jul,21-Jul,24-Jul,06/294,SGHSBC7G21312240,0096FLC170028,India,,26-Jul,JENY,OK,VIPIN,OK,,204755,26-Jul,ANAYA GLOBAL,20-Jul-17,3-Oct-17,12-Sep-17
HSBC,20-Jul,24-Jul,25-Jul,11/5620,SGHSBC7G24315002,DB4901LC1707051,Sri Lanka,,28-Jul,JENY,OK,NAVDEEP,OK,,205000,2-Aug,SRI LANKA UMBRELLA INDUSTRIES,20-Jul-17,10-Oct-17,19-Sep-17
HSBC,18-Jul,24-Jul,25-Jul,11/5598,SGHSBC7G21312317,25117LU00057,Sri Lanka,,31-Aug,JENY,OK,NAVDEEP,OK,,204998,2-Aug,LANKASPIN (PVT) LTD.,18-Jul-17,3-Oct-17,12-Sep-17
SCB,23-Jul,24-Jul,25-Jul,07/3995,957117666689,003ILUF172040001,Nepal,27-Jul,4-Aug,JENY,OK,SURYA,OK,,205267,7-Aug,SURBHI ENTERPRISES,23-Jul-17,14-Oct-17,23-Sep-17
SCB,21-Jul,24-Jul,25-Jul,07/3999,957117665494,17ILC0602,Nepal,27-Jul,31-Jul,JENY,OK,SHIV,OK,,205055,2-Aug,Shree Polythene & Plastic Udyog,21-Jul-17,15-Oct-17,24-Sep-17
